up:G2Q701,mtm:MYCTH_100011
up:G2Q2U0,mtm:MYCTH_2054249
up:G2Q689,mtm:MYCTH_2054417
up:G2Q2X2,mtm:MYCTH_2054491
up:G2Q6N6,mtm:MYCTH_2054500
up:G2PZR2,mtm:MYCTH_2054510
up:G2Q132,mtm:MYCTH_2054541
up:G2Q1C0,mtm:MYCTH_2054555
up:G2Q4V1,mtm:MYCTH_2054578
up:G2Q5I1,mtm:MYCTH_2054613
up:G2Q1C5,mtm:MYCTH_2054788
up:G2PZI2,mtm:MYCTH_2054820
up:G2PZI0,mtm:MYCTH_2054970
up:G2Q2Z2,mtm:MYCTH_2054998
up:G2Q3R5,mtm:MYCTH_2055104
up:G2PZW0,mtm:MYCTH_2055144
up:G2Q5D3,mtm:MYCTH_2055207
up:G2Q0S7,mtm:MYCTH_2055311
up:G2Q332,mtm:MYCTH_2055546
up:G2Q0F1,mtm:MYCTH_2055557
up:G2QEI9,mtm:MYCTH_2055571
up:G2Q5M4,mtm:MYCTH_2055575
up:G2Q2L2,mtm:MYCTH_2055617
up:G2Q2P9,mtm:MYCTH_2055659
up:G2Q2Y7,mtm:MYCTH_2055700
up:G2Q323,mtm:MYCTH_2055845
up:G2Q4M2,mtm:MYCTH_2055941
up:G2Q2H5,mtm:MYCTH_2055951
up:G2Q4H8,mtm:MYCTH_2055981
up:G2Q5Y1,mtm:MYCTH_2055988
up:G2Q8T8,mtm:MYCTH_2056182
up:G2Q996,mtm:MYCTH_2056315
up:G2Q8X4,mtm:MYCTH_2056329
up:G2QEI9,mtm:MYCTH_2056455
up:G2Q921,mtm:MYCTH_2056582
up:G2Q9N0,mtm:MYCTH_2056896
up:G2Q9Y8,mtm:MYCTH_2057017
up:G2Q9Z0,mtm:MYCTH_2057132
up:G2Q891,mtm:MYCTH_2057198
up:G2QAK3,mtm:MYCTH_2057234
up:G2QAH4,mtm:MYCTH_2057284
up:G2QA50,mtm:MYCTH_2057317
up:G2QA99,mtm:MYCTH_2057386
up:G2Q7Q6,mtm:MYCTH_2057433
up:G2QA84,mtm:MYCTH_2057467
up:G2Q8Q9,mtm:MYCTH_2057540
up:G2Q8V3,mtm:MYCTH_2057586
up:G2Q9X0,mtm:MYCTH_2057697
up:G2Q8S8,mtm:MYCTH_2057781
up:G2Q9J7,mtm:MYCTH_2057810
up:G2Q905,mtm:MYCTH_2057851
up:G2Q9B9,mtm:MYCTH_2057861
up:G2Q7E6,mtm:MYCTH_2057906
up:G2Q7I7,mtm:MYCTH_2057956
up:G2Q9W1,mtm:MYCTH_2057978
up:G2Q8R1,mtm:MYCTH_2058054
up:G2Q7D1,mtm:MYCTH_2058064
up:G2Q916,mtm:MYCTH_2058169
up:G2QAQ7,mtm:MYCTH_2058204
up:G2Q9U7,mtm:MYCTH_2058263
up:G2QB64,mtm:MYCTH_2058328
up:G2QB92,mtm:MYCTH_2058345
up:G2QAZ0,mtm:MYCTH_2058349
up:G2QAE2,mtm:MYCTH_2058462
up:G2Q9Q9,mtm:MYCTH_2058464
up:G2Q9F8,mtm:MYCTH_2058513
up:G2QEI9,mtm:MYCTH_2058544
up:G2Q9D7,mtm:MYCTH_2058549
up:G2Q914,mtm:MYCTH_2058599
up:G2Q927,mtm:MYCTH_2058620
up:G2QB75,mtm:MYCTH_2058658
up:G2QA40,mtm:MYCTH_2058711
up:G2QAK4,mtm:MYCTH_2058752
up:G2Q7C1,mtm:MYCTH_2058793
up:G2QA37,mtm:MYCTH_2058820
up:G2Q8N1,mtm:MYCTH_2058974
up:G2QAT2,mtm:MYCTH_2059010
up:G2Q7N5,mtm:MYCTH_2059044
up:G2QA82,mtm:MYCTH_2059134
up:G2QAJ8,mtm:MYCTH_2059186
up:G2Q798,mtm:MYCTH_2059212
up:G2Q950,mtm:MYCTH_2059227
up:G2Q7S1,mtm:MYCTH_2059229
up:G2Q8U0,mtm:MYCTH_2059249
up:G2Q9Y2,mtm:MYCTH_2059277
up:G2Q7J4,mtm:MYCTH_2059413
up:G2Q9R6,mtm:MYCTH_2059428
up:G2QAI2,mtm:MYCTH_2059558
up:G2Q8I9,mtm:MYCTH_2059579
up:G2Q9W3,mtm:MYCTH_2059686
up:G2QA83,mtm:MYCTH_2059724
up:G2QCX6,mtm:MYCTH_2059769
up:G2QEL6,mtm:MYCTH_2059795
up:G2QBC2,mtm:MYCTH_2059803
up:G2QDC3,mtm:MYCTH_2059965
up:G2QCK6,mtm:MYCTH_2060008
up:G2QDF4,mtm:MYCTH_2060065
up:G2QD20,mtm:MYCTH_2060085
up:G2QDK2,mtm:MYCTH_2060093
up:G2QCY8,mtm:MYCTH_2060145
up:G2QEJ8,mtm:MYCTH_2060153
up:G2QEI9,mtm:MYCTH_2060198
up:G2QDM9,mtm:MYCTH_2060218
up:G2QCR8,mtm:MYCTH_2060238
up:G2QDI6,mtm:MYCTH_2060248
up:G2QDC4,mtm:MYCTH_2060315
up:G2QCK7,mtm:MYCTH_2060338
up:G2QC67,mtm:MYCTH_2060364
up:G2QCS9,mtm:MYCTH_2060403
up:G2QC53,mtm:MYCTH_2060417
up:G2QBV8,mtm:MYCTH_2060432
up:G2QDE1,mtm:MYCTH_2060437
up:G2QDF1,mtm:MYCTH_2060442
up:G2QBF7,mtm:MYCTH_2060489
up:G2QBB7,mtm:MYCTH_2060529
up:G2QDA7,mtm:MYCTH_2060549
up:G2QCH5,mtm:MYCTH_2060581
up:G2QBF8,mtm:MYCTH_2060623
up:G2QC74,mtm:MYCTH_2060641
up:G2QE06,mtm:MYCTH_2060682
up:G2QDR1,mtm:MYCTH_2060683
up:G2QDE3,mtm:MYCTH_2060709
up:G2QCT3,mtm:MYCTH_2060712
up:G2QC48,mtm:MYCTH_2060757
up:G2QBZ4,mtm:MYCTH_2060854
up:G2QBZ9,mtm:MYCTH_2060890
up:G2QCZ9,mtm:MYCTH_2060907
up:G2QDP3,mtm:MYCTH_2060942
up:G2QCC4,mtm:MYCTH_2060992
up:G2QEM5,mtm:MYCTH_2061162
up:G2QCM9,mtm:MYCTH_2061173
up:G2QE76,mtm:MYCTH_2061176
up:G2QD39,mtm:MYCTH_2061275
up:G2QCQ8,mtm:MYCTH_2061412
up:G2QC39,mtm:MYCTH_2061546
up:G2QC42,mtm:MYCTH_2061596
up:G2QDP8,mtm:MYCTH_2061639
up:G2QBG7,mtm:MYCTH_2061764
up:G2QCL2,mtm:MYCTH_2061788
up:G2QCX3,mtm:MYCTH_2061829
up:G2QDE5,mtm:MYCTH_2061852
up:G2QCB5,mtm:MYCTH_2061855
up:G2QD55,mtm:MYCTH_2061857
up:G2QDF6,mtm:MYCTH_2061987
up:G2QBZ7,mtm:MYCTH_2062045
up:G2QC58,mtm:MYCTH_2062055
up:G2QCH6,mtm:MYCTH_2062106
up:G2QEI9,mtm:MYCTH_2062163
up:G2QER5,mtm:MYCTH_2062179
up:G2QCN2,mtm:MYCTH_2062193
up:G2QCP8,mtm:MYCTH_2062214
up:G2QCB2,mtm:MYCTH_2062247
up:G2QCL5,mtm:MYCTH_2062265
up:G2QC72,mtm:MYCTH_2062291
up:G2QBF2,mtm:MYCTH_2062435
up:G2QCH8,mtm:MYCTH_2062582
up:G2QDW9,mtm:MYCTH_2062613
up:G2QDA8,mtm:MYCTH_2062645
up:G2QEI8,mtm:MYCTH_2062716
up:G2QEK2,mtm:MYCTH_2062719
up:G2QC83,mtm:MYCTH_2062826
up:G2QCN8,mtm:MYCTH_2062887
up:G2QDI1,mtm:MYCTH_2062976
up:G2QGN9,mtm:MYCTH_2063030
up:G2QEI9,mtm:MYCTH_2063083
up:G2QGE0,mtm:MYCTH_2063115
up:G2QFD0,mtm:MYCTH_2063133
up:G2QHM5,mtm:MYCTH_2063165
up:G2QGE5,mtm:MYCTH_2063204
up:G2QGX4,mtm:MYCTH_2063233
up:G2QHI4,mtm:MYCTH_2063277
up:G2QFI3,mtm:MYCTH_2063325
up:G2QHF1,mtm:MYCTH_2063330
up:G2QFY8,mtm:MYCTH_2063376
up:G2QFX3,mtm:MYCTH_2063420
up:G2QF78,mtm:MYCTH_2063443
up:G2QGE8,mtm:MYCTH_2063555
up:G2QGH3,mtm:MYCTH_2063591
up:G2QGX5,mtm:MYCTH_2063631
up:G2QHJ5,mtm:MYCTH_2063736
up:G2QHL0,mtm:MYCTH_2063758
up:G2QG94,mtm:MYCTH_2063854
up:G2QGH0,mtm:MYCTH_2063953
up:G2QGL2,mtm:MYCTH_2063966
up:G2QEI9,mtm:MYCTH_2064081
up:G2QHQ6,mtm:MYCTH_2064169
up:G2QG20,mtm:MYCTH_2064311
up:G2QGU5,mtm:MYCTH_2064312
up:G2QGF9,mtm:MYCTH_2064349
up:G2QEW2,mtm:MYCTH_2064467
up:G2QH43,mtm:MYCTH_2064480
up:G2QFV8,mtm:MYCTH_2064545
up:G2QEY2,mtm:MYCTH_2064601
up:G2QH61,mtm:MYCTH_2064609
up:G2QG95,mtm:MYCTH_2064613
up:G2QF94,mtm:MYCTH_2064631
up:G2QGC1,mtm:MYCTH_2064750
up:G2QF33,mtm:MYCTH_2064786
up:G2QFJ2,mtm:MYCTH_2064798
up:G2QGD3,mtm:MYCTH_2064803
up:G2QGT2,mtm:MYCTH_2064824
up:G2QFP1,mtm:MYCTH_2064829
up:G2QH34,mtm:MYCTH_2064854
up:G2QG88,mtm:MYCTH_2064865
up:G2QGG2,mtm:MYCTH_2064870
up:G2QGZ3,mtm:MYCTH_2064932
up:G2QH15,mtm:MYCTH_2064957
up:G2QG01,mtm:MYCTH_2064976
up:G2QGU4,mtm:MYCTH_2064998
up:G2QH56,mtm:MYCTH_2065104
up:G2QGI8,mtm:MYCTH_2065208
up:G2QFR0,mtm:MYCTH_2065222
up:G2QHB8,mtm:MYCTH_2065241
up:G2QG23,mtm:MYCTH_2065250
up:G2QGY6,mtm:MYCTH_2065257
up:G2QFW7,mtm:MYCTH_2065342
up:G2QG30,mtm:MYCTH_2065457
up:G2QGX3,mtm:MYCTH_2065465
up:G2QGQ5,mtm:MYCTH_2065658
up:G2QGD0,mtm:MYCTH_2065690
up:G2QFY2,mtm:MYCTH_2065691
up:G2QG53,mtm:MYCTH_2065718
up:G2QK13,mtm:MYCTH_2065741
up:G2QI98,mtm:MYCTH_2065743
up:G2QIG8,mtm:MYCTH_2065797
up:G2QJM8,mtm:MYCTH_2065815
up:G2QK55,mtm:MYCTH_2065824
up:G2QIR7,mtm:MYCTH_2065851
up:G2QIF7,mtm:MYCTH_2066181
up:G2QJ09,mtm:MYCTH_2066192
up:G2QKG6,mtm:MYCTH_2066229
up:G2QJY0,mtm:MYCTH_2066239
up:G2QJN1,mtm:MYCTH_2066269
up:G2QKD8,mtm:MYCTH_2066278
up:G2QIC7,mtm:MYCTH_2066299
up:G2QI76,mtm:MYCTH_2066367
up:G2QHY3,mtm:MYCTH_2066447
up:G2QJ94,mtm:MYCTH_2066457
up:G2QHW9,mtm:MYCTH_2066475
up:G2QKG5,mtm:MYCTH_2066477
up:G2QJ73,mtm:MYCTH_2066488
up:G2QKA6,mtm:MYCTH_2066622
up:G2QJ61,mtm:MYCTH_2066662
up:G2QJT9,mtm:MYCTH_2066697
up:G2QIM5,mtm:MYCTH_2066841
up:G2QJD5,mtm:MYCTH_2066922
up:G2QIM7,mtm:MYCTH_2066939
up:G2QKM1,mtm:MYCTH_2067021
up:G2QJA5,mtm:MYCTH_2067028
up:G2QJ30,mtm:MYCTH_2067066
up:G2QIN3,mtm:MYCTH_2067101
up:G2QIW8,mtm:MYCTH_2067166
up:G2QEI9,mtm:MYCTH_2067168
up:G2QHV4,mtm:MYCTH_2067210
up:G2QHW0,mtm:MYCTH_2067244
up:G2QKH5,mtm:MYCTH_2067245
up:G2QJ46,mtm:MYCTH_2067358
up:G2QID8,mtm:MYCTH_2067387
up:G2QHW6,mtm:MYCTH_2067418
up:G2QJL5,mtm:MYCTH_2067426
up:G2QJV9,mtm:MYCTH_2067458
up:G2QI69,mtm:MYCTH_2067470
up:G2QIT4,mtm:MYCTH_2067496
up:G2QJJ8,mtm:MYCTH_2067533
up:G2QK65,mtm:MYCTH_2067613
up:G2QJ50,mtm:MYCTH_2067632
up:G2QJU0,mtm:MYCTH_2067689
up:G2QI14,mtm:MYCTH_2067725
up:G2QJQ9,mtm:MYCTH_2067839
up:G2QHY9,mtm:MYCTH_2067869
up:G2QIQ1,mtm:MYCTH_2067902
up:G2QJL2,mtm:MYCTH_2067913
up:G2QID2,mtm:MYCTH_2067982
up:G2QJ74,mtm:MYCTH_2068129
up:G2QJW4,mtm:MYCTH_2068188
up:G2QIM1,mtm:MYCTH_2068307
up:G2QLJ9,mtm:MYCTH_2068390
up:G2QKP4,mtm:MYCTH_2068429
up:G2QL24,mtm:MYCTH_2068493
up:G2QEI9,mtm:MYCTH_2068637
up:G2QKR6,mtm:MYCTH_2068645
up:G2QKR1,mtm:MYCTH_2068755
up:G2QLL2,mtm:MYCTH_2068800
up:G2QKN5,mtm:MYCTH_2068812
up:G2QMJ5,mtm:MYCTH_2068912
up:G2QLB2,mtm:MYCTH_2068961
up:G2QEI9,mtm:MYCTH_2068997
up:G2QKY7,mtm:MYCTH_2069012
up:G2QEI9,mtm:MYCTH_2069029
up:G2QKX6,mtm:MYCTH_2069031
up:G2QEI9,mtm:MYCTH_2069072
up:G2QM23,mtm:MYCTH_2069148
up:G2QMW6,mtm:MYCTH_2069159
up:G2QLB4,mtm:MYCTH_2069178
up:G2QL73,mtm:MYCTH_2069203
up:G2QM96,mtm:MYCTH_2069205
up:G2QMG4,mtm:MYCTH_2069219
up:G2QLA0,mtm:MYCTH_2069347
up:G2QLW5,mtm:MYCTH_2069363
up:G2QL01,mtm:MYCTH_2069453
up:G2QL48,mtm:MYCTH_2069574
up:G2QMD8,mtm:MYCTH_2069662
up:G2QLP3,mtm:MYCTH_2069697
up:G2QMT2,mtm:MYCTH_2069736
up:G2QKY2,mtm:MYCTH_2069804
up:G2QMK8,mtm:MYCTH_2069815
up:G2QLS8,mtm:MYCTH_2069839
up:G2QKN6,mtm:MYCTH_2069908
up:G2QMV6,mtm:MYCTH_2069956
up:G2QMD7,mtm:MYCTH_2070001
up:G2QM06,mtm:MYCTH_2070048
up:G2QLG6,mtm:MYCTH_2070109
up:G2QME2,mtm:MYCTH_2070186
up:G2QL86,mtm:MYCTH_2070221
up:G2QM54,mtm:MYCTH_2070352
up:G2QEI9,mtm:MYCTH_2070469
up:G2QLL5,mtm:MYCTH_2070514
up:G2QPF7,mtm:MYCTH_2070572
up:G2QP78,mtm:MYCTH_2070581
up:G2QQ19,mtm:MYCTH_2070655
up:G2QPM0,mtm:MYCTH_2070700
up:G2QQD5,mtm:MYCTH_2070790
up:G2QNG9,mtm:MYCTH_2070850
up:G2QN06,mtm:MYCTH_2070868
up:G2QNP9,mtm:MYCTH_2070870
up:G2QPR4,mtm:MYCTH_2070906
up:G2QPV1,mtm:MYCTH_2070971
up:G2QPY5,mtm:MYCTH_2070984
up:G2QPI4,mtm:MYCTH_2071028
up:G2QPQ7,mtm:MYCTH_2071057
up:G2QP42,mtm:MYCTH_2071098
up:G2QQH4,mtm:MYCTH_2071169
up:G2QP04,mtm:MYCTH_2071198
up:G2QPH5,mtm:MYCTH_2071219
up:G2QPJ5,mtm:MYCTH_2071270
up:G2QP28,mtm:MYCTH_2071285
up:G2QQF9,mtm:MYCTH_2071301
up:G2QP12,mtm:MYCTH_2071385
up:G2QEI9,mtm:MYCTH_2071402
up:G2QQ82,mtm:MYCTH_2071423
up:G2QP31,mtm:MYCTH_2071504
up:G2QNH8,mtm:MYCTH_2071510
up:G2QP32,mtm:MYCTH_2071514
up:G2QPM1,mtm:MYCTH_2071531
up:G2QNA2,mtm:MYCTH_2071579
up:G2QNR1,mtm:MYCTH_2071628
up:G2QNR8,mtm:MYCTH_2071661
up:G2QNN4,mtm:MYCTH_2071684
up:G2QNX0,mtm:MYCTH_2071736
up:G2QPJ6,mtm:MYCTH_2071899
up:G2QPE5,mtm:MYCTH_2071905
up:G2QNY8,mtm:MYCTH_2071908
up:G2QP33,mtm:MYCTH_2071953
up:G2QNI2,mtm:MYCTH_2071955
up:G2QNN1,mtm:MYCTH_2071996
up:G2QPL7,mtm:MYCTH_2072063
up:G2QNX2,mtm:MYCTH_2072093
up:G2QNR7,mtm:MYCTH_2072228
up:G2QQ09,mtm:MYCTH_2072383
up:G2QNC2,mtm:MYCTH_2072388
up:G2QNQ0,mtm:MYCTH_2072459
up:G2QNP7,mtm:MYCTH_2072527
up:G2QND3,mtm:MYCTH_2072543
up:G2QPG6,mtm:MYCTH_2072733
up:G2PZP6,mtm:MYCTH_2072958
up:G2Q0S5,mtm:MYCTH_2073127
up:G2Q0T0,mtm:MYCTH_2073132
up:G2Q012,mtm:MYCTH_2073197
up:G2Q0L3,mtm:MYCTH_2073265
up:G2Q1M4,mtm:MYCTH_2073485
up:G2Q2H2,mtm:MYCTH_2073591
up:G2Q2K6,mtm:MYCTH_2073656
up:G2Q585,mtm:MYCTH_2074077
up:G2Q5N3,mtm:MYCTH_2074154
up:G2Q5P8,mtm:MYCTH_2074176
up:G2Q5S1,mtm:MYCTH_2074210
up:G2Q6M5,mtm:MYCTH_2074326
up:G2Q766,mtm:MYCTH_2074408
up:G2Q0U0,mtm:MYCTH_2074571
up:G2Q1B1,mtm:MYCTH_2074663
up:G2Q257,mtm:MYCTH_2074790
up:G2Q298,mtm:MYCTH_2074876
up:G2Q2M0,mtm:MYCTH_2074905
up:G2Q3K2,mtm:MYCTH_2075102
up:G2Q5V1,mtm:MYCTH_2075489
up:G2Q5W6,mtm:MYCTH_2075498
up:G2Q6C0,mtm:MYCTH_2075565
up:G2PZY3,mtm:MYCTH_2075738
up:G2Q0I6,mtm:MYCTH_2075799
up:G2Q1V0,mtm:MYCTH_2075999
up:G2Q2A7,mtm:MYCTH_2076088
up:G2Q2E5,mtm:MYCTH_2076157
up:G2Q384,mtm:MYCTH_2076293
up:G2Q484,mtm:MYCTH_2076503
up:G2Q4N8,mtm:MYCTH_2076551
up:G2Q603,mtm:MYCTH_2076744
up:G2Q617,mtm:MYCTH_2076770
up:G2Q724,mtm:MYCTH_2076935
up:G2QA64,mtm:MYCTH_2076976
up:G2QAG6,mtm:MYCTH_2077028
up:G2QAS1,mtm:MYCTH_2077114
up:G2Q899,mtm:MYCTH_2077534
up:G2Q8A3,mtm:MYCTH_2077546
up:G2Q8L3,mtm:MYCTH_2077636
up:G2Q9B3,mtm:MYCTH_2077803
up:G2Q9D9,mtm:MYCTH_2077843
up:G2Q9M3,mtm:MYCTH_2077959
up:G2Q9S0,mtm:MYCTH_2078031
up:G2Q9T0,mtm:MYCTH_2078041
up:G2QA15,mtm:MYCTH_2078128
up:G2QA29,mtm:MYCTH_2078150
up:G2QAB6,mtm:MYCTH_2078193
up:G2QAJ4,mtm:MYCTH_2078222
up:G2Q7Z9,mtm:MYCTH_2078660
up:G2Q8B7,mtm:MYCTH_2078767
up:G2QC06,mtm:MYCTH_2079066
up:G2QC37,mtm:MYCTH_2079097
up:G2QDS6,mtm:MYCTH_2079474
up:G2QEC4,mtm:MYCTH_2079758
up:G2QEC6,mtm:MYCTH_2079764
up:G2QEC7,mtm:MYCTH_2079768
up:G2QEC9,mtm:MYCTH_2079774
up:G2QEH5,mtm:MYCTH_2079848
up:G2QEH6,mtm:MYCTH_2079850
up:G2QEI2,mtm:MYCTH_2079857
up:G2QEI6,mtm:MYCTH_2079864
up:G2QEJ6,mtm:MYCTH_2079868
up:G2QEL4,mtm:MYCTH_2079898
up:G2QBC5,mtm:MYCTH_2080003
up:G2QBG3,mtm:MYCTH_2080045
up:G2QBH5,mtm:MYCTH_2080075
up:G2QBJ0,mtm:MYCTH_2080102
up:G2QCR1,mtm:MYCTH_2080506
up:G2QDB6,mtm:MYCTH_2080603
up:G2QG66,mtm:MYCTH_2080800
up:G2QGD8,mtm:MYCTH_2080826
up:G2QGQ3,mtm:MYCTH_2080893
up:G2QHA3,mtm:MYCTH_2081074
up:G2QHI3,mtm:MYCTH_2081200
up:G2QHL3,mtm:MYCTH_2081249
up:G2QHP0,mtm:MYCTH_2081294
up:G2QF46,mtm:MYCTH_2081549
up:G2QF51,mtm:MYCTH_2081554
up:G2QF87,mtm:MYCTH_2081599
up:G2QFQ7,mtm:MYCTH_2081821
up:G2QG84,mtm:MYCTH_2081891
up:G2QG90,mtm:MYCTH_2081895
up:G2QIG7,mtm:MYCTH_2082040
up:G2QIW5,mtm:MYCTH_2082154
up:G2QJE3,mtm:MYCTH_2082262
up:G2QJF6,mtm:MYCTH_2082283
up:G2QK00,mtm:MYCTH_2082522
up:G2QKK0,mtm:MYCTH_2082794
up:G2QHY4,mtm:MYCTH_2082917
up:G2QMW1,mtm:MYCTH_2083273
up:G2QLZ0,mtm:MYCTH_2083946
up:G2QM83,mtm:MYCTH_2084007
up:G2QMI1,mtm:MYCTH_2084107
up:G2QMM7,mtm:MYCTH_2084160
up:G2QNR3,mtm:MYCTH_2084256
up:G2QNY7,mtm:MYCTH_2084292
up:G2QPB7,mtm:MYCTH_2084467
up:G2QPG8,mtm:MYCTH_2084531
up:G2QPP5,mtm:MYCTH_2084627
up:G2QPU3,mtm:MYCTH_2084695
up:G2QPX2,mtm:MYCTH_2084736
up:G2QPZ8,mtm:MYCTH_2084777
up:G2QQG1,mtm:MYCTH_2085008
up:G2QMX9,mtm:MYCTH_2085059
up:G2QNF0,mtm:MYCTH_2085328
up:G2QNV6,mtm:MYCTH_2085453
up:G2PZQ6,mtm:MYCTH_2085599
up:G2PZZ5,mtm:MYCTH_2085772
up:G2Q0M6,mtm:MYCTH_2085895
up:G2Q144,mtm:MYCTH_2085975
up:G2Q230,mtm:MYCTH_2086155
up:G2Q2I0,mtm:MYCTH_2086212
up:G2Q2K1,mtm:MYCTH_2086248
up:G2Q3E1,mtm:MYCTH_2086391
up:G2Q3U2,mtm:MYCTH_2086451
up:G2Q3W3,mtm:MYCTH_2086470
up:G2Q4B5,mtm:MYCTH_2086520
up:G2Q599,mtm:MYCTH_2086714
up:G2Q5B1,mtm:MYCTH_2086729
up:G2Q5B5,mtm:MYCTH_2086739
up:G2Q5N4,mtm:MYCTH_2086765
up:G2Q5P0,mtm:MYCTH_2086777
up:G2Q6L7,mtm:MYCTH_2086920
up:G2Q734,mtm:MYCTH_2086957
up:G2Q764,mtm:MYCTH_2087011
up:G2PZM2,mtm:MYCTH_2087100
up:G2Q085,mtm:MYCTH_2087157
up:G2Q194,mtm:MYCTH_2087238
up:G2Q1T4,mtm:MYCTH_2087375
up:G2Q295,mtm:MYCTH_2087474
up:G2Q2M3,mtm:MYCTH_2087521
up:G2Q3Z4,mtm:MYCTH_2087754
up:G2Q406,mtm:MYCTH_2087774
up:G2Q431,mtm:MYCTH_2087807
up:G2Q5D1,mtm:MYCTH_2087998
up:G2Q5S7,mtm:MYCTH_2088056
up:G2Q5U7,mtm:MYCTH_2088086
up:G2Q695,mtm:MYCTH_2088125
up:G2Q6S6,mtm:MYCTH_2088191
up:G2Q6T3,mtm:MYCTH_2088202
up:G2PZV0,mtm:MYCTH_2088290
up:G2Q0Y7,mtm:MYCTH_2088454
up:G2Q102,mtm:MYCTH_2088473
up:G2Q2E6,mtm:MYCTH_2088766
up:G2Q2T4,mtm:MYCTH_2088816
up:G2Q2W3,mtm:MYCTH_2088876
up:G2Q3P1,mtm:MYCTH_2088965
up:G2Q449,mtm:MYCTH_2089049
up:G2Q4L7,mtm:MYCTH_2089137
up:G2Q4P7,mtm:MYCTH_2089163
up:G2Q512,mtm:MYCTH_2089183
up:G2Q524,mtm:MYCTH_2089196
up:G2Q5H3,mtm:MYCTH_2089248
up:G2Q5I6,mtm:MYCTH_2089267
up:G2Q5K9,mtm:MYCTH_2089286
up:G2Q727,mtm:MYCTH_2089545
up:G2QA57,mtm:MYCTH_2089588
up:G2QA67,mtm:MYCTH_2089610
up:G2QAQ0,mtm:MYCTH_2089701
up:G2QAR9,mtm:MYCTH_2089733
up:G2QB16,mtm:MYCTH_2089819
up:G2QB21,mtm:MYCTH_2089827
up:G2QB47,mtm:MYCTH_2089843
up:G2Q7D2,mtm:MYCTH_2089931
up:G2Q7L7,mtm:MYCTH_2089975
up:G2Q7W7,mtm:MYCTH_2090056
up:G2Q7X1,mtm:MYCTH_2090061
up:G2Q951,mtm:MYCTH_2090388
up:G2Q960,mtm:MYCTH_2090403
up:G2Q9K3,mtm:MYCTH_2090548
up:G2Q9L0,mtm:MYCTH_2090554
up:G2Q9L7,mtm:MYCTH_2090568
up:G2Q9M0,mtm:MYCTH_2090577
up:G2Q9P1,mtm:MYCTH_2090608
up:G2Q9P2,mtm:MYCTH_2090611
up:G2Q9U2,mtm:MYCTH_2090680
up:G2QAL9,mtm:MYCTH_2090891
up:G2QAM4,mtm:MYCTH_2090897
up:G2QAN7,mtm:MYCTH_2090929
up:G2QAN8,mtm:MYCTH_2090930
up:G2QAZ2,mtm:MYCTH_2091001
up:G2Q8F7,mtm:MYCTH_2091453
up:G2Q8M1,mtm:MYCTH_2091473
up:G2Q8M7,mtm:MYCTH_2091486
up:G2Q8M8,mtm:MYCTH_2091488
up:G2Q8Z4,mtm:MYCTH_2091570
up:G2QC08,mtm:MYCTH_2091689
up:G2QD82,mtm:MYCTH_2091974
up:G2QD89,mtm:MYCTH_2091985
up:G2QDM1,mtm:MYCTH_2092086
up:G2QE34,mtm:MYCTH_2092214
up:G2QE77,mtm:MYCTH_2092294
up:G2QEB3,mtm:MYCTH_2092357
up:G2QEF8,mtm:MYCTH_2092438
up:G2QEQ9,mtm:MYCTH_2092577
up:G2QBH4,mtm:MYCTH_2092688
up:G2QBR3,mtm:MYCTH_2092861
up:G2QC87,mtm:MYCTH_2093040
up:G2QCG0,mtm:MYCTH_2093073
up:G2QCS1,mtm:MYCTH_2093133
up:G2QFJ8,mtm:MYCTH_2093327
up:G2QH26,mtm:MYCTH_2093591
up:G2QHC0,mtm:MYCTH_2093728
up:G2QHD0,mtm:MYCTH_2093740
up:G2QHH2,mtm:MYCTH_2093808
up:G2QEU9,mtm:MYCTH_2094032
up:G2QFA3,mtm:MYCTH_2094250
up:G2QFF8,mtm:MYCTH_2094324
up:G2QFF9,mtm:MYCTH_2094326
up:G2QGK6,mtm:MYCTH_2094591
up:G2QIJ3,mtm:MYCTH_2094697
up:G2QJ75,mtm:MYCTH_2094824
up:G2QJH3,mtm:MYCTH_2094933
up:G2QJQ7,mtm:MYCTH_2095026
up:G2QJY4,mtm:MYCTH_2095112
up:G2QJY8,mtm:MYCTH_2095122
up:G2QK05,mtm:MYCTH_2095162
up:G2QK74,mtm:MYCTH_2095260
up:G2QK86,mtm:MYCTH_2095291
up:G2QKF7,mtm:MYCTH_2095369
up:G2QKL5,mtm:MYCTH_2095444
up:G2QKL8,mtm:MYCTH_2095451
up:G2QHX9,mtm:MYCTH_2095534
up:G2QI12,mtm:MYCTH_2095610
up:G2QI27,mtm:MYCTH_2095639
up:G2QIB8,mtm:MYCTH_2095744
up:G2QMW0,mtm:MYCTH_2095899
up:G2QKN1,mtm:MYCTH_2095925
up:G2QKW5,mtm:MYCTH_2096067
up:G2QKZ4,mtm:MYCTH_2096092
up:G2QL17,mtm:MYCTH_2096131
up:G2QLA3,mtm:MYCTH_2096246
up:G2QLF0,mtm:MYCTH_2096307
up:G2QLF4,mtm:MYCTH_2096317
up:G2QLI0,mtm:MYCTH_2096341
up:G2QLP8,mtm:MYCTH_2096434
up:G2QLX0,mtm:MYCTH_2096529
up:G2QMB6,mtm:MYCTH_2096678
up:G2QME5,mtm:MYCTH_2096690
up:G2QMF4,mtm:MYCTH_2096708
up:G2QPH8,mtm:MYCTH_2097168
up:G2QPQ9,mtm:MYCTH_2097277
