Gene	Symbol	Cazy	PFAM	Description	NCBI Gene ID	Protein_id	KEGG	Knum	Uniport ID	EC_number	FungiDB	JGI	Chr	Start	End	Strand	Length	GO ID	ONTOLOGY	Type	Pathway Name	Pathway ID
MYCTH_103379	YML131W		ADH_N_2,ADH_zinc_N	N-terminal domain of oxidoreductase	11511024.0	XP_003665264	MYCTH_103379	K07119	G2QKB3		MYCTH_103379	103379	NC_016476.1	2623641.0	2625084.0	-	1444.0	GO:0055114,GO:0016491	oxidation-reduction process,oxidoreductase activity	BP,MF		
MYCTH_103537		AA9: Auxiliary Activities (AAs) 	Glyco_hydro_61	Glycosyl hydrolase family 61	11507187.0	XP_003665081	MYCTH_103537		G2QJT0		MYCTH_103537	103537	NC_016476.1	1861728.0	1862665.0	-	938.0					
MYCTH_103571					11507074.0	XP_003665046	MYCTH_103571		G2QJP4		MYCTH_103571	103571	NC_016476.1	1665521.0	1667269.0	+	1749.0					
MYCTH_103590		AA0: Auxiliary Activities (AAs) 	GMC_oxred_C,GMC_oxred_N	Long-chain-alcohol oxidase	11507047.0	XP_003665019	MYCTH_103590		G2QJL7		MYCTH_103590	103590	NC_016476.1	1472749.0	1475384.0	+	2636.0	GO:0050660,GO:0016614,GO:0055114,GO:0016614,GO:0055114,GO:0046577,GO:0055114	flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,long-chain-alcohol oxidase activity,oxidation-reduction process	MF,MF,BP,MF,BP,MF,BP		
MYCTH_103611			Annexin	Annexin repeats	11506933.0	XP_003664983	MYCTH_103611	K17095	G2QJI1		MYCTH_103611	103611	NC_016476.1	1382264.0	1383790.0	+	1527.0	GO:0005544,GO:0005509	calcium-dependent phospholipid binding,calcium ion binding	MF,MF		
MYCTH_103620			DUF829	Eukaryotic protein of unknown function (DUF829)	11506921.0	XP_003664971	MYCTH_103620		G2QJG9		MYCTH_103620	103620	NC_016476.1	1252327.0	1253895.0	+	1569.0					
MYCTH_103628	YGK3		Pkinase	Protein tyrosine kinase	11506913.0	XP_003664963	MYCTH_103628		G2QJG1		MYCTH_103628	103628	NC_016476.1	1223200.0	1224402.0	-	1203.0	GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672	protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity	BP,MF,BP,MF,MF		
MYCTH_103671			DUF3292	Protein of unknown function (DUF3292)	11506775.0	XP_003664903	MYCTH_103671		G2QJA1		MYCTH_103671	103671	NC_016476.1	955617.0	958088.0	-	2472.0					
MYCTH_103702	YNR071C		Aldose_epim	Aldose 1-epimerase	11506727.0	XP_003664855	MYCTH_103702	K01785	G2QJ35	5.1.3.3	MYCTH_103702	103702	NC_016476.1	753434.0	755043.0	+	1610.0	GO:0016853,GO:0005975,GO:0003824,GO:0005975,GO:0030246,GO:0030246	isomerase activity,carbohydrate metabolic process,catalytic activity,carbohydrate metabolic process,carbohydrate binding,carbohydrate binding	MF,BP,MF,BP,MF,MF	Glycolysis / Gluconeogenesis,Galactose metabolism,Metabolic pathways,Biosynthesis of secondary metabolites	mtm00010,mtm00052,mtm01100,mtm01110
MYCTH_103794	VBA2		MFS_1	Fungal trichothecene efflux pump (TRI12)	11511468.0	XP_003664728	MYCTH_103794		G2QIA2		MYCTH_103794	103794	NC_016476.1	6643.0	8397.0	-	1755.0	GO:0055085,GO:0022857,GO:0022857	transmembrane transport,transmembrane transporter activity,transmembrane transporter activity	BP,MF,MF		
MYCTH_103797	MAL31		Sugar_tr	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	11510115.0	XP_003667408	MYCTH_103797	K08141	G2QP41		MYCTH_103797	103797	NC_016478.1	4089438.0	4091337.0	+	1900.0	GO:0022857,GO:0055085,GO:0022857,GO:0016021,GO:0055085,GO:0016020,GO:0022857,GO:0055085,GO:0016021,GO:0022857	transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transport,membrane,transmembrane transporter activity,transmembrane transport,integral component of membrane,transmembrane transporter activity	MF,BP,MF,CC,BP,CC,MF,BP,CC,MF		
MYCTH_103818			adh_short	short chain dehydrogenase	11510092.0	XP_003667385	MYCTH_103818		G2QNW4		MYCTH_103818	103818	NC_016478.1	3928368.0	3929523.0	+	1156.0					
MYCTH_103867			IBR	In Between Ring fingers	11509940.0	XP_003667311	MYCTH_103867		G2QNJ3		MYCTH_103867	103867	NC_016478.1	3486669.0	3489274.0	+	2606.0	GO:0016567,GO:0004842	protein ubiquitination,ubiquitin-protein transferase activity	BP,MF		
MYCTH_104005					11509613.0	XP_003667140	MYCTH_104005		G2QN22		MYCTH_104005	104005	NC_016478.1	2771141.0	2772376.0	+	1236.0					
MYCTH_104059	RAD3		DEAD_2,HBB,Helicase_C_2	DEXDc2(RAD3)	11509471.0	XP_003667076	MYCTH_104059	K10844	G2QQG8	3.6.4.12	MYCTH_104059	104059	NC_016478.1	2403173.0	2406171.0	-	2999.0	GO:0003678,GO:0005524,GO:0005634,GO:0016818,GO:0003678,GO:0006289,GO:0003677,GO:0003678,GO:0005524,GO:0003677,GO:0005524,GO:0003678,GO:0016818,GO:0005524,GO:0006139,GO:0016818,GO:0003676,GO:0004386	DNA helicase activity,ATP binding,nucleus,hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides,DNA helicase activity,nucleotide-excision repair,DNA binding,DNA helicase activity,ATP binding,DNA binding,ATP binding,DNA helicase activity,hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides,ATP binding,nucleobase-containing compound metabolic process,hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides,nucleic acid binding,helicase activity	MF,MF,CC,MF,MF,BP,MF,MF,MF,MF,MF,MF,MF,MF,BP,MF,MF,MF	Basal transcription factors,Nucleotide excision repair	mtm03022,mtm03420
MYCTH_104076	GUT2		DAO,DAO_C,EF-hand_7	C-terminal domain of alpha-glycerophosphate oxidase(GUT2)	11509371.0	XP_003667054	MYCTH_104076	K00111	G2QQE6	1.1.5.3	MYCTH_104076	104076	NC_016478.1	2322886.0	2325084.0	+	2199.0	GO:0004368,GO:0009331,GO:0006072,GO:0055114,GO:0016491,GO:0055114	glycerol-3-phosphate dehydrogenase (quinone) activity,glycerol-3-phosphate dehydrogenase complex,glycerol-3-phosphate metabolic process,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process	MF,CC,BP,BP,MF,BP	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites	mtm00564,mtm01110
MYCTH_104102					11509345.0	XP_003667028	MYCTH_104102		G2QQC0		MYCTH_104102	104102	NC_016478.1	2241847.0	2242420.0	-	574.0					
MYCTH_104106		GH3: Glycoside Hydrolases (GHs) 	Glyco_hydro_3	Glycosyl hydrolase	11509340.0	XP_003667023	MYCTH_104106		G2QQB5		MYCTH_104106	104106	NC_016478.1	2226685.0	2227755.0	-	1071.0	GO:0004553,GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process	MF,BP		
MYCTH_104267			DUF1168	Protein of unknown function (DUF1168)	11507133.0	XP_003666848	MYCTH_104267		G2QPU0		MYCTH_104267	104267	NC_016478.1	1639624.0	1640358.0	-	735.0	GO:0003725	double-stranded RNA binding	MF		
MYCTH_104380			CBFD_NFYB_HMF,CENP-W	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	11506837.0	XP_003666708	MYCTH_104380		G2QPF0		MYCTH_104380	104380	NC_016478.1	1076044.0	1076498.0	+	455.0	GO:0046982	protein heterodimerization activity	MF		
MYCTH_104386			Abhydrolase_1,Abhydrolase_6,Hydrolase_4	Serine aminopeptidase, S33	11506831.0	XP_003666702	MYCTH_104386		G2QPE4		MYCTH_104386	104386	NC_016478.1	1064840.0	1066273.0	-	1434.0					
MYCTH_104551	PHO3		His_Phos_2	Belongs to the histidine acid phosphatase family(phyA)	11513692.0	XP_003665867	MYCTH_104551	K01083	G2QKZ0	3.1.3.8	MYCTH_104551	104551	NC_016477.1	958688.0	960232.0	-	1545.0	GO:0016791	phosphatase activity	MF		
MYCTH_104570	DFG5	GH76: Glycoside Hydrolases (GHs) 	Glyco_hydro_76	Glycosyl hydrolase	11513663.0	XP_003665838	MYCTH_104570		G2QKW1		MYCTH_104570	104570	NC_016477.1	640615.0	641814.0	+	1200.0	GO:0003824	catalytic activity	MF		
MYCTH_104582			Lactamase_B	metallo-beta-lactamase	11513571.0	XP_003665824	MYCTH_104582		G2QKU7		MYCTH_104582	104582	NC_016477.1	510589.0	511535.0	-	947.0					
MYCTH_104628		GH3: Glycoside Hydrolases (GHs) 	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Glycosyl hydrolase family 3 C-terminal domain	11513523.0	XP_003665776	MYCTH_104628	K15920	G2QKP9	3.2.1.37	MYCTH_104628	104628	NC_016477.1	209038.0	211675.0	-	2638.0	GO:0004553,GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process	MF,BP	Amino sugar and nucleotide sugar metabolism,Metabolic pathways	mtm00520,mtm01100
MYCTH_104665			SET	SET domain	11511525.0	XP_003665734	MYCTH_104665		G2QMU9		MYCTH_104665	104665	NC_016477.1	92820.0	93886.0	-	1067.0	GO:0005515	protein binding	MF		
MYCTH_104673	STL1		Sugar_tr	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	11511515.0	XP_003665724	MYCTH_104673		G2QMT9		MYCTH_104673	104673	NC_016477.1	59555.0	61291.0	+	1737.0	GO:0055085,GO:0016021,GO:0022857,GO:0022857,GO:0055085,GO:0022857,GO:0016021,GO:0055085,GO:0016020,GO:0022857	transmembrane transport,integral component of membrane,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transport,membrane,transmembrane transporter activity	BP,CC,MF,MF,BP,MF,CC,BP,CC,MF		
MYCTH_104674	ROT2	GH31: Glycoside Hydrolases (GHs) 	Gal_mutarotas_2,Glyco_hydro_31	Belongs to the glycosyl hydrolase 31 family	11511514.0	XP_003665723	MYCTH_104674	K01811	G2QMT8	3.2.1.177	MYCTH_104674	104674	NC_016477.1	55203.0	57656.0	+	2454.0	GO:0004553,GO:0005975,GO:0003824,GO:0005975,GO:0030246	hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,catalytic activity,carbohydrate metabolic process,carbohydrate binding	MF,BP,MF,BP,MF		
MYCTH_104717	STE6	GT4: GlycosylTransferases (GTs) 	ABC_membrane,ABC_tran	ABC transporter transmembrane region	11513190.0	XP_003660947	MYCTH_104717		G2PZL6		MYCTH_104717	104717	NC_016472.1	10627496.0	10631807.0	-	4312.0	GO:0005524,GO:0016887,GO:0055085,GO:0005524,GO:0042626,GO:0016021,GO:0005524,GO:0016021	ATP binding,ATPase activity,transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP binding,integral component of membrane	MF,MF,BP,MF,MF,CC,MF,CC	ABC transporters	mtm02010
MYCTH_104726			Epimerase	NAD dependent epimerase dehydratase family protein	11509087.0	XP_003660929	MYCTH_104726		G2PZJ8		MYCTH_104726	104726	NC_016472.1	10540733.0	10543845.0	+	3113.0					
MYCTH_104802					11505602.0	XP_003660781	MYCTH_104802		G2Q657		MYCTH_104802	104802	NC_016472.1	9681897.0	9685098.0	-	3202.0					
MYCTH_104827		GH93: Glycoside Hydrolases (GHs) 		bnr asp-box repeat	11505408.0	XP_003660737	MYCTH_104827		G2Q5Q6		MYCTH_104827	104827	NC_016472.1	9532077.0	9534361.0	+	2285.0					
MYCTH_104887					11508236.0	XP_003660636	MYCTH_104887		G2Q4V2		MYCTH_104887	104887	NC_016472.1	9214840.0	9216521.0	+	1682.0					
MYCTH_104936	HNT2		HIT	HIT domain(HNT2)	11505826.0	XP_003660548	MYCTH_104936	K01522	G2Q4A8	3.6.1.29	MYCTH_104936	104936	NC_016472.1	8939064.0	8940378.0	+	1315.0	GO:0003824	catalytic activity	MF	Purine metabolism,Metabolic pathways	mtm00230,mtm01100
MYCTH_104945	RAD6		UQ_con	Belongs to the ubiquitin-conjugating enzyme family	11512891.0	XP_003660526	MYCTH_104945		G2Q3X8		MYCTH_104945	104945	NC_016472.1	8874197.0	8876143.0	+	1947.0					
MYCTH_104959					11505824.0	XP_003660489	MYCTH_104959		G2Q3U1		MYCTH_104959	104959	NC_016472.1	8737323.0	8740134.0	+	2812.0					
MYCTH_105006	BRO1		ALIX_LYPXL_bnd,BRO1	BRO1-like domain(BRO1)	11512981.0	XP_003660406	MYCTH_105006		G2Q2Z4		MYCTH_105006	105006	NC_016472.1	8421887.0	8425890.0	-	4004.0	GO:0005515	protein binding	MF		
MYCTH_105063	TRP4		Glycos_trans_3N,Glycos_transf_3	Glycosyl transferase family, helical bundle domain(TRP4)	11508326.0	XP_003660318	MYCTH_105063	K00766	G2Q240	2.4.2.18	MYCTH_105063	105063	NC_016472.1	8136480.0	8138164.0	-	1685.0	GO:0004048,GO:0000162,GO:0016757	anthranilate phosphoribosyltransferase activity,tryptophan biosynthetic process,transferase activity, transferring glycosyl groups	MF,BP,MF	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	mtm00400,mtm01100,mtm01110,mtm01230
MYCTH_105072	CLG1		Cyclin	Cyclin(CLG1)	11508367.0	XP_003660292	MYCTH_105072		G2Q214		MYCTH_105072	105072	NC_016472.1	8044778.0	8048596.0	+	3819.0	GO:0000079,GO:0019901	regulation of cyclin-dependent protein serine/threonine kinase activity,protein kinase binding	BP,MF		
MYCTH_105128		CE3: Carbohydrate Esterases (CEs) 	Lipase_GDSL_2	GDSL-like Lipase/Acylhydrolase family	11514351.0	XP_003666214	MYCTH_105128		G2QLY9		MYCTH_105128	105128	NC_016477.1	2683598.0	2685715.0	-	2118.0					
MYCTH_105130					11514348.0	XP_003666211	MYCTH_105130		G2QLY6		MYCTH_105130	105130	NC_016477.1	2636501.0	2637305.0	-	805.0					
MYCTH_105157			SH3_9	Src homology 3 domains	11514301.0	XP_003666164	MYCTH_105157		G2QLT9		MYCTH_105157	105157	NC_016477.1	2405676.0	2407661.0	-	1986.0	GO:0005515	protein binding	MF		
MYCTH_105197	YNL155W		zf-AN1	AN1-like Zinc finger	11514153.0	XP_003666094	MYCTH_105197	K07059	G2QLL9		MYCTH_105197	105197	NC_016477.1	2129905.0	2131053.0	+	1149.0	GO:0008270	zinc ion binding	MF		
MYCTH_105286			FAR1	transcription, DNA-templated(RBF1)	11513830.0	XP_003665927	MYCTH_105286		G2QL50		MYCTH_105286	105286	NC_016477.1	1264854.0	1267083.0	-	2230.0					
MYCTH_105318					11508624.0	XP_003660059	MYCTH_105318		G2PZZ0		MYCTH_105318	105318	NC_016472.1	7184058.0	7186320.0	+	2263.0					
MYCTH_105405	RPL37B		Ribosomal_L37e	Binds to the 23S rRNA(RPL37B)	11511676.0	XP_003660208	MYCTH_105405	K02922	G2Q164		MYCTH_105405	105405	NC_016472.1	7685728.0	7687015.0	-	1288.0	GO:0006412,GO:0005840,GO:0003735,GO:0006412	translation,ribosome,structural constituent of ribosome,translation	BP,CC,MF,BP	Ribosome	mtm03010
MYCTH_105482	CEM1		Acyl_transf_1,KAsynt_C_assoc,Ketoacyl-synt_C,PP-binding,PS-DH,SAT,Thioesterase,ketoacyl-synt	polyketide synthase	11506234.0	XP_003666434	MYCTH_105482		G2QMK9		MYCTH_105482	105482	NC_016477.1	3834421.0	3842119.0	+	7699.0	GO:0016788,GO:0009058,GO:0016740,GO:0031177,GO:0003824	hydrolase activity, acting on ester bonds,biosynthetic process,transferase activity,phosphopantetheine binding,catalytic activity	MF,BP,MF,MF,MF		
MYCTH_105575	MEP3		Ammonium_transp	Ammonium transporter(MEP1)	11513264.0	XP_003658417	MYCTH_105575	K03320	G2Q0A9		MYCTH_105575	105575	NC_016472.1	570517.0	572869.0	-	2353.0	GO:0008519,GO:0072488,GO:0016020,GO:0008519,GO:0016020,GO:0015696	ammonium transmembrane transporter activity,ammonium transmembrane transport,membrane,ammonium transmembrane transporter activity,membrane,ammonium transport	MF,BP,CC,MF,CC,BP		
MYCTH_105600			RTC4	RTC4-like domain	11513361.0	XP_003658466	MYCTH_105600		G2Q0S1		MYCTH_105600	105600	NC_016472.1	739318.0	741285.0	+	1968.0					
MYCTH_105650	UBC11	GH17: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) 	UQ_con	Belongs to the ubiquitin-conjugating enzyme family	11512848.0	XP_003658549	MYCTH_105650	K06688	G2Q1B2	2.3.2.23	MYCTH_105650	105650	NC_016472.1	1058030.0	1059803.0	-	1774.0				Ubiquitin mediated proteolysis	mtm04120
MYCTH_105669			Bromodomain	bromo domain	11508446.0	XP_003658586	MYCTH_105669		G2Q1Q7		MYCTH_105669	105669	NC_016472.1	1276981.0	1279570.0	+	2590.0	GO:0005515,GO:0006338,GO:0016586	protein binding,chromatin remodeling,RSC-type complex	MF,BP,CC		
MYCTH_105777			zf-C2H2	zinc finger	11509010.0	XP_003658750	MYCTH_105777		G2Q342		MYCTH_105777	105777	NC_016472.1	1858399.0	1861725.0	+	3327.0					
MYCTH_105786	YNG2		ING	Chromatin modification-related protein	11508651.0	XP_003658764	MYCTH_105786	K11319,K11396	G2Q356		MYCTH_105786	105786	NC_016472.1	1910625.0	1912103.0	+	1479.0					
MYCTH_105822	NSR1		RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	11505371.0	XP_003658825	MYCTH_105822	K12833	G2Q3M4		MYCTH_105822	105822	NC_016472.1	2135317.0	2136957.0	+	1641.0	GO:0003676	nucleic acid binding	MF	Spliceosome	mtm03040
MYCTH_105847	ERG10		Thiolase_C,Thiolase_N	Belongs to the thiolase family(ERG10)	11511558.0	XP_003658868	MYCTH_105847	K00626	G2Q424	2.3.1.9	MYCTH_105847	105847	NC_016472.1	2256100.0	2257731.0	-	1632.0	GO:0016747,GO:0003824	transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity	MF,MF	Fatty acid degradation,Valine, leucine and isoleucine degradation,Lysine degradation,Tryptophan metabolism,Pyruvate metabolism,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Butanoate metabolism,Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid metabolism	mtm00071,mtm00280,mtm00310,mtm00380,mtm00620,mtm00630,mtm00640,mtm00650,mtm00900,mtm01100,mtm01110,mtm01200,mtm01212
MYCTH_105869	YAE1		Yae1_N	Essential protein Yae1, N terminal(YAE1)	11513355.0	XP_003658902	MYCTH_105869		G2Q4G4		MYCTH_105869	105869	NC_016472.1	2368348.0	2369546.0	-	1199.0					
MYCTH_105966					11508460.0	XP_003659082	MYCTH_105966		G2Q5W1		MYCTH_105966	105966	NC_016472.1	3172578.0	3174652.0	-	2075.0					
MYCTH_10609	SAS2		MOZ_SAS	Belongs to the MYST (SAS MOZ) family(SAS2)	11510996.0	XP_003665236	MYCTH_10609	K11304,K11307,K11401	G2QK85	2.3.1.48	MYCTH_10609	10609	NC_016476.1	2531075.0	2532481.0	-	1407.0	GO:0016573,GO:0006355,GO:0004402	histone acetylation,regulation of transcription, DNA-templated,histone acetyltransferase activity	BP,BP,MF		
MYCTH_106293	SLA1		DUF1720,SH3_1,SHD1	SLA1 homology domain 1, SHD1	11509155.0	XP_003659647	MYCTH_106293	K20046	G2Q3P9		MYCTH_106293	106293	NC_016472.1	5310228.0	5314437.0	-	4210.0	GO:0005515,GO:0008092,GO:0030674,GO:0042802,GO:0043130,GO:0006897	protein binding,cytoskeletal protein binding,protein-macromolecule adaptor activity,identical protein binding,ubiquitin binding,endocytosis	MF,MF,MF,MF,MF,BP		
MYCTH_106343				aldehyde reductase	11512821.0	XP_003659727	MYCTH_106343		G2Q487		MYCTH_106343	106343	NC_016472.1	5677812.0	5679587.0	+	1776.0					
MYCTH_106346			3Beta_HSD	Male sterility protein	11508842.0	XP_003659737	MYCTH_106346		G2Q497		MYCTH_106346	106346	NC_016472.1	5702054.0	5703940.0	-	1887.0	GO:0003854,GO:0006694,GO:0055114,GO:0016616	3-beta-hydroxy-delta5-steroid dehydrogenase activity,steroid biosynthetic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MF,BP,BP,MF		
MYCTH_106388	HST2		SIR2	Belongs to the sirtuin family. Class I subfamily(HST2)	11511664.0	XP_003659839	MYCTH_106388	K11121,K11412	G2Q556		MYCTH_106388	106388	NC_016472.1	6141256.0	6143120.0	+	1865.0	GO:0008270,GO:0017136,GO:0070403	zinc ion binding,NAD-dependent histone deacetylase activity,NAD+ binding	MF,MF,MF	Nicotinate and nicotinamide metabolism,Metabolic pathways	mtm00760,mtm01100
MYCTH_106442			RGS		11513201.0	XP_003659948	MYCTH_106442		G2Q626		MYCTH_106442	106442	NC_016472.1	6539219.0	6541518.0	+	2300.0					
MYCTH_106463				Ribosomal protein L24e	11512993.0	XP_003659989	MYCTH_106463		G2Q6H2		MYCTH_106463	106463	NC_016472.1	6747068.0	6753596.0	+	6529.0					
MYCTH_106502					11512494.0	XP_003662441	MYCTH_106502		G2Q9A4		MYCTH_106502	106502	NC_016473.1	5401031.0	5402005.0	+	975.0					
MYCTH_106527	SLN1	GH31: Glycoside Hydrolases (GHs) 	HATPase_c,HisKA,PAS,PAS_4,PAS_9,Response_reg	PAS fold	11512452.0	XP_003662399	MYCTH_106527	K19692	G2Q910	2.7.13.3	MYCTH_106527	106527	NC_016473.1	5258152.0	5260905.0	+	2754.0	GO:0000155,GO:0007165,GO:0007165,GO:0000155,GO:0000160,GO:0016772,GO:0016310	phosphorelay sensor kinase activity,signal transduction,signal transduction,phosphorelay sensor kinase activity,phosphorelay signal transduction system,transferase activity, transferring phosphorus-containing groups,phosphorylation	MF,BP,BP,MF,BP,MF,BP		
MYCTH_106599					11512324.0	XP_003662271	MYCTH_106599		G2Q8C3		MYCTH_106599	106599	NC_016473.1	4872293.0	4874006.0	+	1714.0					
MYCTH_106609			zf-MYND	MYND finger	11512309.0	XP_003662256	MYCTH_106609		G2Q8A8		MYCTH_106609	106609	NC_016473.1	4841082.0	4841990.0	-	909.0					
MYCTH_106618	NAM7		AAA_11,AAA_12,ResIII,UPF1_Zn_bind	RNA helicase (UPF2 interacting domain)(NAM7)	11512297.0	XP_003662244	MYCTH_106618	K14326	G2Q842		MYCTH_106618	106618	NC_016473.1	4801691.0	4805728.0	+	4038.0	GO:0005737,GO:0005524,GO:0000184,GO:0008270,GO:0003677,GO:0004386	cytoplasm,ATP binding,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,zinc ion binding,DNA binding,helicase activity	CC,MF,BP,MF,MF,MF		
MYCTH_106768	HBN1	CE5: Carbohydrate Esterases (CEs) 	Nitroreductase	Nitroreductase family(FRM2)	11510812.0	XP_003662007	MYCTH_106768	K07078	G2QAX0		MYCTH_106768	106768	NC_016473.1	3933499.0	3934481.0	-	983.0	GO:0016491,GO:0034599,GO:0016657	oxidoreductase activity,cellular response to oxidative stress,oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor	MF,BP,MF		
MYCTH_106798			Abhydrolase_2	Phospholipase/Carboxylesterase	11510764.0	XP_003661959	MYCTH_106798		G2QAL8		MYCTH_106798	106798	NC_016473.1	3769674.0	3770988.0	+	1315.0	GO:0016787	hydrolase activity	MF		
MYCTH_106819	GAS1	GH72: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) 	Glyco_hydro_72,X8	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall	11510731.0	XP_003661926	MYCTH_106819		G2QAD1		MYCTH_106819	106819	NC_016473.1	3660935.0	3663161.0	+	2227.0					
