id,GO,ONTOLOGY,GO_type
XP_003658634.1,"GO:0005515,GO:0005777,GO:0016021,GO:0016560","protein binding,peroxisome,integral component of membrane,protein import into peroxisome matrix, docking","MF,CC,CC,BP"
XP_003658636.1,"GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0004497,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,monooxygenase activity,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP,MF,MF,MF,MF,BP,MF,BP"
XP_003658639.1,"GO:0007018,GO:0005524,GO:0008017,GO:0003777,GO:0007018,GO:0005524,GO:0003777,GO:0007018,GO:0003777","microtubule-based movement,ATP binding,microtubule binding,microtubule motor activity,microtubule-based movement,ATP binding,microtubule motor activity,microtubule-based movement,microtubule motor activity","BP,MF,MF,MF,BP,MF,MF,BP,MF"
XP_003658641.1,"GO:0055085,GO:0016020,GO:0008272,GO:0008271,GO:0016021,GO:0015116,GO:0008272","transmembrane transport,membrane,sulfate transport,secondary active sulfate transmembrane transporter activity,integral component of membrane,sulfate transmembrane transporter activity,sulfate transport","BP,CC,BP,MF,CC,MF,BP"
XP_003658642.1,"GO:0006260,GO:0000811","DNA replication,GINS complex","BP,CC"
XP_003658643.1,GO:0005524,ATP binding,MF
XP_003658644.1,GO:0005525,GTP binding,MF
XP_003658647.1,"GO:0016491,GO:0055114,GO:0050660,GO:0016627,GO:0022900,GO:0055114,GO:0050660,GO:0016627,GO:0055114,GO:0006099","oxidoreductase activity,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-CH group of donors,electron transport chain,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-CH group of donors,oxidation-reduction process,tricarboxylic acid cycle","MF,BP,MF,MF,BP,BP,MF,MF,BP,BP"
XP_003658648.1,GO:0035091,phosphatidylinositol binding,MF
XP_003658654.1,"GO:0005737,GO:0005634","cytoplasm,nucleus","CC,CC"
XP_003658655.1,"GO:0003676,GO:0000398","nucleic acid binding,mRNA splicing, via spliceosome","MF,BP"
XP_003658656.1,"GO:0006164,GO:0004643,GO:0003937,GO:0003824","purine nucleotide biosynthetic process,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,IMP cyclohydrolase activity,catalytic activity","BP,MF,MF,MF"
XP_003658657.1,GO:0003824,catalytic activity,MF
XP_003658658.1,GO:0006629,lipid metabolic process,BP
XP_003658659.1,GO:0005524,ATP binding,MF
XP_003658664.1,GO:0046872,metal ion binding,MF
XP_003658665.1,"GO:0009972,GO:0008270,GO:0004126,GO:0003824","cytidine deamination,zinc ion binding,cytidine deaminase activity,catalytic activity","BP,MF,MF,MF"
XP_003658666.1,"GO:0005524,GO:0016887,GO:0005524,GO:0016021,GO:0055085,GO:0005524,GO:0042626,GO:0016021","ATP binding,ATPase activity,ATP binding,integral component of membrane,transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane","MF,MF,MF,CC,BP,MF,MF,CC"
XP_003658667.1,GO:0005737,cytoplasm,CC
XP_003658669.1,"GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672,GO:0005524","protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity,ATP binding","BP,MF,MF,BP,MF,MF"
XP_003658671.1,"GO:0016192,GO:0006904,GO:0016192,GO:0016192,GO:0006904","vesicle-mediated transport,vesicle docking involved in exocytosis,vesicle-mediated transport,vesicle-mediated transport,vesicle docking involved in exocytosis","BP,BP,BP,BP,BP"
XP_003658672.1,"GO:0016491,GO:0055114,GO:0005515","oxidoreductase activity,oxidation-reduction process,protein binding","MF,BP,MF"
XP_003658673.1,"GO:0045261,GO:0015986,GO:0046933","proton-transporting ATP synthase complex, catalytic core F(1),ATP synthesis coupled proton transport,proton-transporting ATP synthase activity, rotational mechanism","CC,BP,MF"
XP_003658674.1,"GO:0003677,GO:0006265,GO:0003917,GO:0005694,GO:0006265,GO:0003677,GO:0003917,GO:0003677,GO:0003917,GO:0006265,GO:0003677,GO:0006265,GO:0003917","DNA binding,DNA topological change,DNA topoisomerase type I (single strand cut, ATP-independent) activity,chromosome,DNA topological change,DNA binding,DNA topoisomerase type I (single strand cut, ATP-independent) activity,DNA binding,DNA topoisomerase type I (single strand cut, ATP-independent) activity,DNA topological change,DNA binding,DNA topological change,DNA topoisomerase type I (single strand cut, ATP-independent) activity","MF,BP,MF,CC,BP,MF,MF,MF,MF,BP,MF,BP,MF"
XP_003658675.1,"GO:0004553,GO:0005975,GO:0005618,GO:0016798,GO:0071555","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,cell wall,hydrolase activity, acting on glycosyl bonds,cell wall organization","MF,BP,CC,MF,BP"
XP_003658678.1,"GO:0009058,GO:0030170,GO:0003824","biosynthetic process,pyridoxal phosphate binding,catalytic activity","BP,MF,MF"
XP_003658679.1,"GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP,MF,BP"
XP_003658680.1,"GO:0004563,GO:0005975,GO:0004553,GO:0005975","beta-N-acetylhexosaminidase activity,carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP,MF,BP"
XP_003658681.1,"GO:0043488,GO:0008143,GO:1900364","regulation of mRNA stability,poly(A) binding,negative regulation of mRNA polyadenylation","BP,MF,BP"
XP_003658682.1,"GO:0004729,GO:0055114,GO:0006779,GO:0016491,GO:0055114","oxygen-dependent protoporphyrinogen oxidase activity,oxidation-reduction process,porphyrin-containing compound biosynthetic process,oxidoreductase activity,oxidation-reduction process","MF,BP,BP,MF,BP"
XP_003658683.1,"GO:0006357,GO:0016592,GO:0003712","regulation of transcription by RNA polymerase II,mediator complex,transcription coregulator activity","BP,CC,MF"
XP_003658684.1,"GO:0006006,GO:0055114,GO:0050661,GO:0004345,GO:0006006,GO:0055114,GO:0006006,GO:0004345,GO:0055114,GO:0050661,GO:0006006,GO:0016614,GO:0055114","glucose metabolic process,oxidation-reduction process,NADP binding,glucose-6-phosphate dehydrogenase activity,glucose metabolic process,oxidation-reduction process,glucose metabolic process,glucose-6-phosphate dehydrogenase activity,oxidation-reduction process,NADP binding,glucose metabolic process,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process","BP,BP,MF,MF,BP,BP,BP,MF,BP,MF,BP,MF,BP"
XP_003658685.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003658687.1,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,BP
XP_003658688.1,GO:0005524,ATP binding,MF
XP_003658689.1,"GO:0006629,GO:0006629,GO:0004806","lipid metabolic process,lipid metabolic process,triglyceride lipase activity","BP,BP,MF"
XP_003658695.1,"GO:0005515,GO:0042254,GO:0006364","protein binding,ribosome biogenesis,rRNA processing","MF,BP,BP"
XP_003658696.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003658697.1,GO:0016021,integral component of membrane,CC
XP_003658700.1,"GO:0005789,GO:0016758,GO:0006488,GO:0005783,GO:0042281","endoplasmic reticulum membrane,transferase activity, transferring hexosyl groups,dolichol-linked oligosaccharide biosynthetic process,endoplasmic reticulum,dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","CC,MF,BP,CC,MF"
XP_003658701.1,GO:0071467,cellular response to pH,BP
XP_003658702.1,"GO:0006368,GO:0016570,GO:0016593","transcription elongation from RNA polymerase II promoter,histone modification,Cdc73/Paf1 complex","BP,BP,CC"
XP_003658706.1,"GO:0003676,GO:0031124","nucleic acid binding,mRNA 3'-end processing","MF,BP"
XP_003658707.1,GO:0016020,membrane,CC
XP_003658708.1,GO:0005515,protein binding,MF
XP_003658709.1,"GO:0005634,GO:0006368,GO:0070449","nucleus,transcription elongation from RNA polymerase II promoter,elongin complex","CC,BP,CC"
XP_003658710.1,"GO:0000445,GO:0006397","THO complex part of transcription export complex,mRNA processing","CC,BP"
XP_003658711.1,"GO:0048487,GO:0007021,GO:0007023","beta-tubulin binding,tubulin complex assembly,post-chaperonin tubulin folding pathway","MF,BP,BP"
XP_003658712.1,"GO:0016021,GO:0005388,GO:0016021,GO:0006816,GO:0000166","integral component of membrane,calcium transmembrane transporter activity, phosphorylative mechanism,integral component of membrane,calcium ion transport,nucleotide binding","CC,MF,CC,BP,MF"
XP_003658713.1,"GO:0019774,GO:0043161,GO:0005839,GO:0051603","proteasome core complex, beta-subunit complex,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome core complex,proteolysis involved in cellular protein catabolic process","CC,BP,CC,BP"
XP_003658715.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003658717.1,GO:0006629,lipid metabolic process,BP
XP_003658720.1,"GO:0046856,GO:0042578","phosphatidylinositol dephosphorylation,phosphoric ester hydrolase activity","BP,MF"
XP_003658721.1,"GO:0005515,GO:0006396","protein binding,RNA processing","MF,BP"
XP_003658722.1,"GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0055114","peroxidase activity,response to oxidative stress,heme binding,oxidation-reduction process,peroxidase activity,oxidation-reduction process","MF,BP,MF,BP,MF,BP"
XP_003658723.1,"GO:0065003,GO:0005739","protein-containing complex assembly,mitochondrion","BP,CC"
XP_003658724.1,GO:0003824,catalytic activity,MF
XP_003658726.1,"GO:0006506,GO:0000139,GO:0016757","GPI anchor biosynthetic process,Golgi membrane,transferase activity, transferring glycosyl groups","BP,CC,MF"
XP_003658727.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003658728.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003658731.1,"GO:0055085,GO:0016021,GO:0006865,GO:0016021,GO:0006865,GO:0055085,GO:0016020","transmembrane transport,integral component of membrane,amino acid transport,integral component of membrane,amino acid transport,transmembrane transport,membrane","BP,CC,BP,CC,BP,BP,CC"
XP_003658732.1,"GO:0003824,GO:0016020,GO:0004571,GO:0005509","catalytic activity,membrane,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,calcium ion binding","MF,CC,MF,MF"
XP_003658734.1,GO:0003676,nucleic acid binding,MF
XP_003658735.1,"GO:0005885,GO:0034314,GO:0015629,GO:0030833,GO:0005515","Arp2/3 protein complex,Arp2/3 complex-mediated actin nucleation,actin cytoskeleton,regulation of actin filament polymerization,protein binding","CC,BP,CC,BP,MF"
XP_003658736.1,"GO:0006468,GO:0004672,GO:0005524,GO:0006468,GO:0005524,GO:0004672,GO:0005515","protein phosphorylation,protein kinase activity,ATP binding,protein phosphorylation,ATP binding,protein kinase activity,protein binding","BP,MF,MF,BP,MF,MF,MF"
XP_003658740.1,GO:0005085,guanyl-nucleotide exchange factor activity,MF
XP_003658741.1,"GO:0070682,GO:0005515","proteasome regulatory particle assembly,protein binding","BP,MF"
XP_003658742.1,"GO:0006913,GO:0003924,GO:0005525,GO:0005525,GO:0003924,GO:0005525","nucleocytoplasmic transport,GTPase activity,GTP binding,GTP binding,GTPase activity,GTP binding","BP,MF,MF,MF,MF,MF"
XP_003658746.1,"GO:0046982,GO:0005634,GO:0043565,GO:0006355","protein heterodimerization activity,nucleus,sequence-specific DNA binding,regulation of transcription, DNA-templated","MF,CC,MF,BP"
XP_003658747.1,"GO:0051082,GO:0006457,GO:0016272,GO:0006457,GO:0016272","unfolded protein binding,protein folding,prefoldin complex,protein folding,prefoldin complex","MF,BP,CC,BP,CC"
XP_003658749.1,GO:0016020,membrane,CC
XP_003658752.1,"GO:0051723,GO:0006482","protein methylesterase activity,protein demethylation","MF,BP"
XP_003658753.1,"GO:0050660,GO:0008033,GO:0017150,GO:0055114,GO:0050660,GO:0008033,GO:0055114,GO:0017150","flavin adenine dinucleotide binding,tRNA processing,tRNA dihydrouridine synthase activity,oxidation-reduction process,flavin adenine dinucleotide binding,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthase activity","MF,BP,MF,BP,MF,BP,BP,MF"
XP_003658755.1,"GO:0007165,GO:0016021,GO:0000160,GO:0000155,GO:0007165,GO:0016772,GO:0016310,GO:0007165,GO:0000155","signal transduction,integral component of membrane,phosphorelay signal transduction system,phosphorelay sensor kinase activity,signal transduction,transferase activity, transferring phosphorus-containing groups,phosphorylation,signal transduction,phosphorelay sensor kinase activity","BP,CC,BP,MF,BP,MF,BP,BP,MF"
XP_003658756.1,GO:0005515,protein binding,MF
XP_003658758.1,"GO:0007076,GO:0000796","mitotic chromosome condensation,condensin complex","BP,CC"
XP_003658759.1,"GO:0055085,GO:0016021","transmembrane transport,integral component of membrane","BP,CC"
XP_003658760.1,"GO:0009298,GO:0004615","GDP-mannose biosynthetic process,phosphomannomutase activity","BP,MF"
XP_003658761.1,GO:0005515,protein binding,MF
XP_003658763.1,"GO:0004407,GO:0016575","histone deacetylase activity,histone deacetylation","MF,BP"
XP_003658765.1,"GO:0003983,GO:0006011,GO:0070569","UTP:glucose-1-phosphate uridylyltransferase activity,UDP-glucose metabolic process,uridylyltransferase activity","MF,BP,MF"
XP_003658767.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003658770.1,GO:0005085,guanyl-nucleotide exchange factor activity,MF
XP_003658773.1,"GO:0006779,GO:0004853","porphyrin-containing compound biosynthetic process,uroporphyrinogen decarboxylase activity","BP,MF"
XP_003658775.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003658777.1,"GO:0003824,GO:0030151,GO:0003824,GO:0030170,GO:0006777,GO:0008265","catalytic activity,molybdenum ion binding,catalytic activity,pyridoxal phosphate binding,Mo-molybdopterin cofactor biosynthetic process,Mo-molybdopterin cofactor sulfurase activity","MF,MF,MF,MF,BP,MF"
XP_003658778.1,"GO:0006270,GO:0051301","DNA replication initiation,cell division","BP,BP"
XP_003658779.1,"GO:0004491,GO:0055114,GO:0016620,GO:0016491,GO:0055114,GO:0016491,GO:0055114","methylmalonate-semialdehyde dehydrogenase (acylating) activity,oxidation-reduction process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,MF,BP,MF,BP"
XP_003658780.1,"GO:0005509,GO:0005515,GO:0005509,GO:0005783,GO:0005509,GO:0051082,GO:0006457","calcium ion binding,protein binding,calcium ion binding,endoplasmic reticulum,calcium ion binding,unfolded protein binding,protein folding","MF,MF,MF,CC,MF,MF,BP"
XP_003658781.1,"GO:0005737,GO:0019509,GO:0046872","cytoplasm,L-methionine salvage from methylthioadenosine,metal ion binding","CC,BP,MF"
XP_003658783.1,GO:0006261,DNA-dependent DNA replication,BP
XP_003658786.1,GO:0005515,protein binding,MF
XP_003658787.1,GO:0071949,FAD binding,MF
XP_003658788.1,GO:0016798,"hydrolase activity, acting on glycosyl bonds",MF
XP_003658790.1,GO:0005515,protein binding,MF
XP_003658793.1,"GO:0005484,GO:0006890","SNAP receptor activity,retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","MF,BP"
XP_003658795.1,"GO:0005737,GO:0000287,GO:0004427,GO:0006796","cytoplasm,magnesium ion binding,inorganic diphosphatase activity,phosphate-containing compound metabolic process","CC,MF,MF,BP"
XP_003658797.1,GO:0005096,GTPase activator activity,MF
XP_003658798.1,"GO:0005524,GO:0006468,GO:0005524,GO:0004672,GO:0005515,GO:0006468,GO:0004672","ATP binding,protein phosphorylation,ATP binding,protein kinase activity,protein binding,protein phosphorylation,protein kinase activity","MF,BP,MF,MF,MF,BP,MF"
XP_003658799.1,"GO:0005737,GO:0005852,GO:0003743","cytoplasm,eukaryotic translation initiation factor 3 complex,translation initiation factor activity","CC,CC,MF"
XP_003658800.1,"GO:0005524,GO:0006139,GO:0019205,GO:0006221,GO:0009041,GO:0006207,GO:0004127","ATP binding,nucleobase-containing compound metabolic process,nucleobase-containing compound kinase activity,pyrimidine nucleotide biosynthetic process,uridylate kinase activity,'de novo' pyrimidine nucleobase biosynthetic process,cytidylate kinase activity","MF,BP,MF,BP,MF,BP,MF"
