id,GO,ONTOLOGY,GO_type
XP_011392859.1,"GO:0004824,GO:0005737,GO:0000166,GO:0006430,GO:0005524,GO:0003676,GO:0000166,GO:0004812,GO:0006418,GO:0005524","lysine-tRNA ligase activity,cytoplasm,nucleotide binding,lysyl-tRNA aminoacylation,ATP binding,nucleic acid binding,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding","MF,CC,MF,BP,MF,MF,MF,MF,BP,MF"
XP_011392860.1,"GO:0000166,GO:0004812,GO:0006418,GO:0005524,GO:0004824,GO:0005737,GO:0000166,GO:0006430,GO:0005524,GO:0003676","nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding,lysine-tRNA ligase activity,cytoplasm,nucleotide binding,lysyl-tRNA aminoacylation,ATP binding,nucleic acid binding","MF,MF,BP,MF,MF,CC,MF,BP,MF,MF"
XP_011392862.1,"GO:0016491,GO:0016620,GO:0055114,GO:0016491,GO:0055114,GO:0055114,GO:0009013,GO:0009450","oxidoreductase activity,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,oxidation-reduction process,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,gamma-aminobutyric acid catabolic process","MF,MF,BP,MF,BP,BP,MF,BP"
XP_011392863.1,"GO:0016491,GO:0055114,GO:0055114,GO:0009013,GO:0009450,GO:0016491,GO:0016620,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidation-reduction process,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,gamma-aminobutyric acid catabolic process,oxidoreductase activity,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidation-reduction process","MF,BP,BP,MF,BP,MF,MF,BP"
XP_011392865.1,"GO:0051537,GO:0051536,GO:0009055,GO:0009055,GO:0051536,GO:0016491,GO:0006099,GO:0055114","2 iron, 2 sulfur cluster binding,iron-sulfur cluster binding,electron transfer activity,electron transfer activity,iron-sulfur cluster binding,oxidoreductase activity,tricarboxylic acid cycle,oxidation-reduction process","MF,MF,MF,MF,MF,MF,BP,BP"
XP_011392866.1,"GO:0051536,GO:0009055,GO:0051536,GO:0051536,GO:0009055,GO:0051537,GO:0016491,GO:0006099,GO:0055114","iron-sulfur cluster binding,electron transfer activity,iron-sulfur cluster binding,iron-sulfur cluster binding,electron transfer activity,2 iron, 2 sulfur cluster binding,oxidoreductase activity,tricarboxylic acid cycle,oxidation-reduction process","MF,MF,MF,MF,MF,MF,MF,BP,BP"
XP_011392867.1,"GO:0016592,GO:0003712,GO:0006357","mediator complex,transcription coregulator activity,regulation of transcription by RNA polymerase II","CC,MF,BP"
XP_011392868.1,"GO:0016592,GO:0003712,GO:0006357","mediator complex,transcription coregulator activity,regulation of transcription by RNA polymerase II","CC,MF,BP"
XP_011392869.1,"GO:0055114,GO:0004488,GO:0004488","oxidation-reduction process,methylenetetrahydrofolate dehydrogenase (NADP+) activity,methylenetetrahydrofolate dehydrogenase (NADP+) activity","BP,MF,MF"
XP_011392874.1,"GO:0009055,GO:0015035,GO:0045454","electron transfer activity,protein disulfide oxidoreductase activity,cell redox homeostasis","MF,MF,BP"
XP_011392880.1,"GO:0016021,GO:0015103,GO:0015297,GO:0016020","integral component of membrane,inorganic anion transmembrane transporter activity,antiporter activity,membrane","CC,MF,MF,CC"
XP_011392883.1,GO:0046983,protein dimerization activity,MF
XP_011392887.1,"GO:0022857,GO:0055085,GO:0016020","transmembrane transporter activity,transmembrane transport,membrane","MF,BP,CC"
XP_011392888.1,"GO:0022857,GO:0055085,GO:0016020","transmembrane transporter activity,transmembrane transport,membrane","MF,BP,CC"
XP_011392890.1,GO:0003824,catalytic activity,MF
XP_011392891.1,GO:0000160,phosphorelay signal transduction system,BP
XP_011392892.1,GO:0000160,phosphorelay signal transduction system,BP
XP_011392895.1,"GO:0016020,GO:0006493,GO:0000030,GO:0016020","membrane,protein O-linked glycosylation,mannosyltransferase activity,membrane","CC,BP,MF,CC"
XP_011392896.1,"GO:0016020,GO:0006493,GO:0000030,GO:0016020","membrane,protein O-linked glycosylation,mannosyltransferase activity,membrane","CC,BP,MF,CC"
XP_011392897.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_011392900.1,GO:0005515,protein binding,MF
XP_011392901.1,GO:0006886,intracellular protein transport,BP
XP_011392902.1,GO:0006886,intracellular protein transport,BP
XP_011392906.1,"GO:0050483,GO:0006190,GO:0009117,GO:0000287","IMP 5'-nucleotidase activity,inosine salvage,nucleotide metabolic process,magnesium ion binding","MF,BP,BP,MF"
XP_011392908.1,"GO:0045895,GO:0008301,GO:0005634,GO:0007531","positive regulation of mating-type specific transcription, DNA-templated,DNA binding, bending,nucleus,mating type determination","BP,MF,CC,BP"
XP_011392909.1,"GO:0045895,GO:0008301,GO:0005634,GO:0007531","positive regulation of mating-type specific transcription, DNA-templated,DNA binding, bending,nucleus,mating type determination","BP,MF,CC,BP"
XP_011392910.1,"GO:0004518,GO:0006281,GO:0003677,GO:0006281,GO:0004519,GO:0003677,GO:0004519,GO:0006281","nuclease activity,DNA repair,DNA binding,DNA repair,endonuclease activity,DNA binding,endonuclease activity,DNA repair","MF,BP,MF,BP,MF,MF,MF,BP"
XP_011392911.1,"GO:0003677,GO:0006281,GO:0004519,GO:0003677,GO:0004519,GO:0006281,GO:0004518,GO:0006281","DNA binding,DNA repair,endonuclease activity,DNA binding,endonuclease activity,DNA repair,nuclease activity,DNA repair","MF,BP,MF,MF,MF,BP,MF,BP"
XP_011392912.1,"GO:0005751,GO:0004129,GO:0005743","mitochondrial respiratory chain complex IV,cytochrome-c oxidase activity,mitochondrial inner membrane","CC,MF,CC"
XP_011392913.1,"GO:0005751,GO:0004129,GO:0005743","mitochondrial respiratory chain complex IV,cytochrome-c oxidase activity,mitochondrial inner membrane","CC,MF,CC"
XP_011392914.1,"GO:0005840,GO:0003735,GO:0006412,GO:0006412","ribosome,structural constituent of ribosome,translation,translation","CC,MF,BP,BP"
XP_011392917.1,GO:0003676,nucleic acid binding,MF
XP_011392919.1,"GO:0022857,GO:0016020,GO:0055085","transmembrane transporter activity,membrane,transmembrane transport","MF,CC,BP"
XP_011392920.1,"GO:0022857,GO:0016020,GO:0055085","transmembrane transporter activity,membrane,transmembrane transport","MF,CC,BP"
XP_011392922.1,"GO:0032979,GO:0005743","protein insertion into mitochondrial inner membrane from matrix,mitochondrial inner membrane","BP,CC"
XP_011392923.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_011392925.1,GO:0008168,methyltransferase activity,MF
XP_011392926.1,GO:0005669,transcription factor TFIID complex,CC
XP_011392928.1,"GO:0000155,GO:0007165,GO:0000160,GO:0016772,GO:0016310,GO:0007165,GO:0000155,GO:0005515","phosphorelay sensor kinase activity,signal transduction,phosphorelay signal transduction system,transferase activity, transferring phosphorus-containing groups,phosphorylation,signal transduction,phosphorelay sensor kinase activity,protein binding","MF,BP,BP,MF,BP,BP,MF,MF"
XP_011392929.1,"GO:0000160,GO:0016772,GO:0016310,GO:0007165,GO:0000155,GO:0005515,GO:0000155,GO:0007165","phosphorelay signal transduction system,transferase activity, transferring phosphorus-containing groups,phosphorylation,signal transduction,phosphorelay sensor kinase activity,protein binding,phosphorelay sensor kinase activity,signal transduction","BP,MF,BP,BP,MF,MF,MF,BP"
XP_011392932.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_011392933.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_011392935.1,"GO:0008193,GO:0006400,GO:0000287","tRNA guanylyltransferase activity,tRNA modification,magnesium ion binding","MF,BP,MF"
XP_011392938.1,GO:0016787,hydrolase activity,MF
XP_011392939.1,GO:0016787,hydrolase activity,MF
XP_011392941.1,GO:0016491,oxidoreductase activity,MF
XP_011392942.1,GO:0005085,guanyl-nucleotide exchange factor activity,MF
XP_011392943.1,GO:0005085,guanyl-nucleotide exchange factor activity,MF
XP_011392944.1,GO:0016787,hydrolase activity,MF
XP_011392945.1,GO:0016787,hydrolase activity,MF
XP_011392946.1,GO:0003676,nucleic acid binding,MF
XP_011392948.1,GO:0005515,protein binding,MF
XP_011392949.1,GO:0005515,protein binding,MF
XP_011392950.1,GO:0005975,carbohydrate metabolic process,BP
XP_011392951.1,GO:0005975,carbohydrate metabolic process,BP
XP_011392952.1,GO:0005515,protein binding,MF
XP_011392953.1,GO:0005515,protein binding,MF
XP_011392954.1,GO:0016491,oxidoreductase activity,MF
XP_011392957.1,"GO:0046912,GO:0006099,GO:0046912","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer,tricarboxylic acid cycle,transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","MF,BP,MF"
XP_011392959.1,"GO:0019781,GO:0045116,GO:0008641","NEDD8 activating enzyme activity,protein neddylation,ubiquitin-like modifier activating enzyme activity","MF,BP,MF"
XP_011392960.1,"GO:0008641,GO:0019781,GO:0045116","ubiquitin-like modifier activating enzyme activity,NEDD8 activating enzyme activity,protein neddylation","MF,MF,BP"
XP_011392961.1,"GO:0004396,GO:0006096,GO:0005524,GO:0005975,GO:0001678,GO:0004396,GO:0005536,GO:0005524,GO:0005975,GO:0016773,GO:0005524","hexokinase activity,glycolytic process,ATP binding,carbohydrate metabolic process,cellular glucose homeostasis,hexokinase activity,glucose binding,ATP binding,carbohydrate metabolic process,phosphotransferase activity, alcohol group as acceptor,ATP binding","MF,BP,MF,BP,BP,MF,MF,MF,BP,MF,MF"
XP_011392962.1,"GO:0004396,GO:0006096,GO:0005524,GO:0005975,GO:0016773,GO:0005524,GO:0005975,GO:0001678,GO:0004396,GO:0005536,GO:0005524","hexokinase activity,glycolytic process,ATP binding,carbohydrate metabolic process,phosphotransferase activity, alcohol group as acceptor,ATP binding,carbohydrate metabolic process,cellular glucose homeostasis,hexokinase activity,glucose binding,ATP binding","MF,BP,MF,BP,MF,MF,BP,BP,MF,MF,MF"
XP_011392965.1,GO:0106035,protein maturation by [4Fe-4S] cluster transfer,BP
XP_011392967.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355,GO:0003677,GO:0005634,GO:0006351,GO:0008270","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated,DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","CC,MF,MF,BP,MF,CC,BP,MF"
XP_011392968.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355,GO:0003677,GO:0005634,GO:0006351,GO:0008270","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated,DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","CC,MF,MF,BP,MF,CC,BP,MF"
XP_011392970.1,"GO:0006355,GO:0003714","regulation of transcription, DNA-templated,transcription corepressor activity","BP,MF"
XP_011392971.1,"GO:0030246,GO:0005975,GO:0003824,GO:0005975,GO:0004553","carbohydrate binding,carbohydrate metabolic process,catalytic activity,carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","MF,BP,MF,BP,MF"
XP_011392972.1,"GO:0030246,GO:0005975,GO:0003824,GO:0005975,GO:0004553","carbohydrate binding,carbohydrate metabolic process,catalytic activity,carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","MF,BP,MF,BP,MF"
XP_011392983.1,"GO:0061630,GO:0071596","ubiquitin protein ligase activity,ubiquitin-dependent protein catabolic process via the N-end rule pathway","MF,BP"
XP_011392984.1,"GO:0007017,GO:0030286,GO:0007017,GO:0005875","microtubule-based process,dynein complex,microtubule-based process,microtubule associated complex","BP,CC,BP,CC"
XP_011392988.1,"GO:0005737,GO:0005634","cytoplasm,nucleus","CC,CC"
XP_011392989.1,"GO:0005737,GO:0005634","cytoplasm,nucleus","CC,CC"
XP_011392991.1,"GO:0004055,GO:0006526,GO:0005524,GO:0004055,GO:0006526,GO:0004055,GO:0005524","argininosuccinate synthase activity,arginine biosynthetic process,ATP binding,argininosuccinate synthase activity,arginine biosynthetic process,argininosuccinate synthase activity,ATP binding","MF,BP,MF,MF,BP,MF,MF"
XP_011392992.1,"GO:0006526,GO:0005524,GO:0004055,GO:0004055,GO:0006526,GO:0004055,GO:0005524","arginine biosynthetic process,ATP binding,argininosuccinate synthase activity,argininosuccinate synthase activity,arginine biosynthetic process,argininosuccinate synthase activity,ATP binding","BP,MF,MF,MF,BP,MF,MF"
XP_011392995.1,"GO:0006556,GO:0004478,GO:0006556,GO:0004478,GO:0005524","S-adenosylmethionine biosynthetic process,methionine adenosyltransferase activity,S-adenosylmethionine biosynthetic process,methionine adenosyltransferase activity,ATP binding","BP,MF,BP,MF,MF"
XP_011392999.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
XP_011393000.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
XP_011393010.1,GO:0046983,protein dimerization activity,MF
XP_011393012.1,GO:0016021,integral component of membrane,CC
XP_011393013.1,GO:0016021,integral component of membrane,CC
XP_011393014.1,GO:0003676,nucleic acid binding,MF
XP_011393015.1,GO:0003676,nucleic acid binding,MF
XP_011393016.1,GO:0005509,calcium ion binding,MF
XP_011393017.1,GO:0005509,calcium ion binding,MF
XP_011393022.1,GO:0032040,small-subunit processome,CC
XP_011393023.1,"GO:0003677,GO:0005634,GO:0006351,GO:0008270","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","MF,CC,BP,MF"
XP_011393025.1,"GO:0008265,GO:0006777,GO:0003824,GO:0030170,GO:0030151,GO:0003824","Mo-molybdopterin cofactor sulfurase activity,Mo-molybdopterin cofactor biosynthetic process,catalytic activity,pyridoxal phosphate binding,molybdenum ion binding,catalytic activity","MF,BP,MF,MF,MF,MF"
XP_011393027.1,"GO:0030246,GO:0005975,GO:0016853,GO:0030246,GO:0005975,GO:0003824","carbohydrate binding,carbohydrate metabolic process,isomerase activity,carbohydrate binding,carbohydrate metabolic process,catalytic activity","MF,BP,MF,MF,BP,MF"
XP_011393037.1,"GO:0032780,GO:0042030,GO:0005739","negative regulation of ATPase activity,ATPase inhibitor activity,mitochondrion","BP,MF,CC"
XP_011393038.1,GO:0005515,protein binding,MF
XP_011393047.1,GO:0046983,protein dimerization activity,MF
XP_011393050.1,"GO:0006897,GO:0005515,GO:0042802,GO:0008092,GO:0030674,GO:0043130","endocytosis,protein binding,identical protein binding,cytoskeletal protein binding,protein-macromolecule adaptor activity,ubiquitin binding","BP,MF,MF,MF,MF,MF"
XP_011393051.1,"GO:0005515,GO:0006897,GO:0042802,GO:0008092,GO:0030674,GO:0043130","protein binding,endocytosis,identical protein binding,cytoskeletal protein binding,protein-macromolecule adaptor activity,ubiquitin binding","MF,BP,MF,MF,MF,MF"
XP_011393056.1,"GO:0016763,GO:0004514,GO:0009435,GO:0003824","transferase activity, transferring pentosyl groups,nicotinate-nucleotide diphosphorylase (carboxylating) activity,NAD biosynthetic process,catalytic activity","MF,MF,BP,MF"
XP_011393057.1,"GO:0004514,GO:0009435,GO:0003824,GO:0016763","nicotinate-nucleotide diphosphorylase (carboxylating) activity,NAD biosynthetic process,catalytic activity,transferase activity, transferring pentosyl groups","MF,BP,MF,MF"
XP_011393059.1,"GO:0046872,GO:0006801","metal ion binding,superoxide metabolic process","MF,BP"
XP_011393062.1,GO:0046872,metal ion binding,MF
XP_011393063.1,GO:0046872,metal ion binding,MF
XP_011393065.1,"GO:0030041,GO:0015629,GO:0030833,GO:0034314,GO:0005885,GO:0015629,GO:0030833,GO:0034314,GO:0005885","actin filament polymerization,actin cytoskeleton,regulation of actin filament polymerization,Arp2/3 complex-mediated actin nucleation,Arp2/3 protein complex,actin cytoskeleton,regulation of actin filament polymerization,Arp2/3 complex-mediated actin nucleation,Arp2/3 protein complex","BP,CC,BP,BP,CC,CC,BP,BP,CC"
XP_011393067.1,GO:0005524,ATP binding,MF
XP_011393068.1,"GO:0006891,GO:1990071","intra-Golgi vesicle-mediated transport,TRAPPII protein complex","BP,CC"
XP_011393069.1,"GO:0006891,GO:1990071","intra-Golgi vesicle-mediated transport,TRAPPII protein complex","BP,CC"
XP_011393073.1,"GO:0003677,GO:0000981,GO:0006355","DNA binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","MF,MF,BP"
XP_011393076.1,"GO:0046540,GO:0005688,GO:0000398","U4/U6 x U5 tri-snRNP complex,U6 snRNP,mRNA splicing, via spliceosome","CC,CC,BP"
XP_011393081.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355,GO:0003677,GO:0005634,GO:0006351,GO:0008270","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated,DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","CC,MF,MF,BP,MF,CC,BP,MF"
XP_011393087.1,"GO:0005515,GO:0007165,GO:0043087","protein binding,signal transduction,regulation of GTPase activity","MF,BP,BP"
XP_011393089.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_011393091.1,GO:0006914,autophagy,BP
XP_011393092.1,"GO:0016151,GO:0006807,GO:0009039,GO:0043419,GO:0016151,GO:0016151,GO:0016810,GO:0016787,GO:0009039","nickel cation binding,nitrogen compound metabolic process,urease activity,urea catabolic process,nickel cation binding,nickel cation binding,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,hydrolase activity,urease activity","MF,BP,MF,BP,MF,MF,MF,MF,MF"
